thscode,time,open,high,low,close,volume,market_cap,industry,index_name
399006.SZ,2023-10-10,2004.9469,2014.2973,1987.3511,1987.9379,139745449.45,,,创业板指
399006.SZ,2023-10-11,2000.5151,2021.1074,1996.8196,2003.9016,148371123.33,,,创业板指
399006.SZ,2023-10-12,2015.5463,2022.3614,2001.9055,2019.1024,136247050.64,,,创业板指
399006.SZ,2023-10-13,2004.2049,2005.7185,1986.1885,1996.6013,141137855.71,,,创业板指
399006.SZ,2023-10-16,1993.907,1994.2638,1949.3257,1956.7227,140358023.35,,,创业板指
399006.SZ,2023-10-17,1963.8281,1969.4698,1950.3316,1961.8859,128953999.21,,,创业板指
399006.SZ,2023-10-18,1952.9964,1952.9964,1934.8436,1938.4351,130832681.25,,,创业板指
399006.SZ,2023-10-19,1925.5329,1936.216,1913.4254,1913.7019,134243968.22,,,创业板指
399006.SZ,2023-10-20,1899.9853,1922.9334,1893.9501,1896.9455,124067715.29,,,创业板指
399006.SZ,2023-10-23,1891.4849,1891.4849,1854.4451,1864.9086,126231963.66,,,创业板指
399006.SZ,2023-10-24,1872.2906,1890.099,1859.8643,1880.8143,136512829.01,,,创业板指
399006.SZ,2023-10-25,1890.4845,1894.535,1863.7682,1863.7961,151745346.45,,,创业板指
399006.SZ,2023-10-26,1851.1925,1877.4476,1840.2577,1875.8575,155256304.01,,,创业板指
399006.SZ,2023-10-27,1868.226,1937.3132,1863.5267,1929.9086,172625812.42,,,创业板指
399006.SZ,2023-10-30,1933.7894,1983.4648,1931.7009,1977.6856,168980446.14,,,创业板指
399006.SZ,2023-10-31,1974.7999,1975.3949,1958.3518,1968.2265,158865510.14,,,创业板指
399006.SZ,2023-11-01,1969.0784,1971.4133,1949.9935,1959.1272,138782581.7,,,创业板指
399006.SZ,2023-11-02,1964.43,1973.2285,1939.412,1939.7046,145625879.36,,,创业板指
399006.SZ,2023-11-03,1943.2141,1975.5195,1943.2141,1968.2127,147490449.84,,,创业板指
399006.SZ,2023-11-06,1984.332,2034.569,1984.332,2032.3353,175633974.96,,,创业板指
399006.SZ,2023-11-07,2025.1031,2031.7918,2012.0582,2022.7657,173475381.62,,,创业板指
399006.SZ,2023-11-08,2016.6031,2035.911,2010.0187,2023.1297,196094190.55,,,创业板指
399006.SZ,2023-11-09,2019.6861,2035.4229,2013.5089,2018.3848,174292529.3,,,创业板指
399006.SZ,2023-11-10,2006.0868,2011.9331,2000.4889,2005.2352,144763673.75,,,创业板指
399006.SZ,2023-11-13,2018.8269,2022.8446,1998.024,2009.2144,154520934.09,,,创业板指
399006.SZ,2023-11-14,2008.2934,2024.6555,1995.7609,2004.8127,154636884.81,,,创业板指
399006.SZ,2023-11-15,2032.2618,2033.3889,2008.4824,2015.3643,163400581.4,,,创业板指
399006.SZ,2023-11-16,2012.1976,2012.1976,1978.1182,1978.1182,153284922.08,,,创业板指
399006.SZ,2023-11-17,1971.2227,1986.6651,1971.2227,1986.5259,143700695.7,,,创业板指
399006.SZ,2023-11-20,1987.854,1998.0978,1969.9187,1992.9701,162068688.41,,,创业板指
399006.SZ,2023-11-21,2001.0686,2014.5945,1981.2853,1984.271,178016493.57,,,创业板指
399006.SZ,2023-11-22,1973.6605,1980.0154,1950.0079,1950.0079,156776837.1,,,创业板指
399006.SZ,2023-11-23,1945.901,1961.3513,1940.2095,1961.3513,137840323.25,,,创业板指
399006.SZ,2023-11-24,1960.3759,1960.3759,1935.0018,1937.9399,145480335.28,,,创业板指
399006.SZ,2023-11-27,1936.6124,1936.6124,1916.5498,1926.201,135469009.38,,,创业板指
399006.SZ,2023-11-28,1923.3566,1938.7285,1918.3522,1938.4232,124606174.46,,,创业板指
399006.SZ,2023-11-29,1934.5542,1937.848,1917.2192,1917.9031,121256652.01,,,创业板指
399006.SZ,2023-11-30,1915.0454,1932.8257,1912.172,1922.5913,122596731.44,,,创业板指
399006.SZ,2023-12-01,1922.3703,1934.0906,1904.6465,1926.2836,138430088.29,,,创业板指
399006.SZ,2023-12-04,1923.2158,1926.1658,1908.5341,1908.9168,141369314.4,,,创业板指
399006.SZ,2023-12-05,1900.9861,1905.7283,1870.9822,1871.0962,131801367.33,,,创业板指
399006.SZ,2023-12-06,1867.4996,1898.6007,1866.9039,1881.9416,133900511.94,,,创业板指
399006.SZ,2023-12-07,1877.0322,1888.7512,1864.2371,1877.2115,136143969.85,,,创业板指
399006.SZ,2023-12-08,1881.1037,1896.7798,1870.8816,1892.1781,148165169.5,,,创业板指
399006.SZ,2023-12-11,1880.5784,1919.8354,1866.0928,1915.7366,134838638.7,,,创业板指
399006.SZ,2023-12-12,1909.5978,1913.2919,1899.5637,1903.8712,121458611.02,,,创业板指
399006.SZ,2023-12-13,1899.3386,1899.9342,1871.7749,1872.3413,118993214.29,,,创业板指
399006.SZ,2023-12-14,1884.5455,1895.5986,1859.2488,1860.5132,111786646.19,,,创业板指
399006.SZ,2023-12-15,1869.514,1877.7751,1844.1809,1848.5008,107658988.04,,,创业板指
399006.SZ,2023-12-18,1839.3158,1845.969,1814.9304,1819.9955,101053589.7,,,创业板指
399006.SZ,2023-12-19,1818.8754,1837.944,1813.6008,1827.6723,93122535.14,,,创业板指
399006.SZ,2023-12-20,1830.7213,1832.3132,1802.3555,1802.8812,100591994.71,,,创业板指
399006.SZ,2023-12-21,1795.2735,1840.9646,1792.376,1832.6157,111199928.95,,,创业板指
399006.SZ,2023-12-22,1827.6841,1848.3172,1812.7649,1825.8423,130025592.04,,,创业板指
399006.SZ,2023-12-25,1820.2525,1838.1286,1820.2196,1831.5687,92613201.56,,,创业板指
399006.SZ,2023-12-26,1828.5587,1829.8709,1801.3791,1808.4998,94649899.54,,,创业板指
399006.SZ,2023-12-27,1813.0533,1818.0504,1796.6952,1809.832,95517347.37,,,创业板指
399006.SZ,2023-12-28,1806.7874,1887.1471,1804.6968,1879.4965,121707141.03,,,创业板指
399006.SZ,2023-12-29,1879.5348,1897.6723,1878.0422,1891.3665,122437199.57,,,创业板指
399006.SZ,2024-01-02,1889.0226,1889.0226,1855.7274,1855.9217,115953945.7,,,创业板指
399006.SZ,2024-01-03,1850.1609,1856.439,1825.5453,1834.7319,107536678.22,,,创业板指
399006.SZ,2024-01-04,1831.2947,1831.3827,1794.0021,1801.7607,93991270.2,,,创业板指
399006.SZ,2024-01-05,1798.8174,1815.0726,1765.7241,1775.5767,101696297.28,,,创业板指
399006.SZ,2024-01-08,1769.325,1779.3784,1744.2384,1744.4114,89969738.08,,,创业板指
399006.SZ,2024-01-09,1749.765,1774.3189,1737.9953,1750.7751,99765192.51,,,创业板指
399006.SZ,2024-01-10,1741.1261,1771.6803,1726.5562,1743.1977,98601940.78,,,创业板指
399006.SZ,2024-01-11,1744.3012,1790.3265,1739.1582,1777.2723,104955365.71,,,创业板指
399006.SZ,2024-01-12,1770.9683,1785.5133,1760.8746,1761.1599,102317739.81,,,创业板指
399006.SZ,2024-01-15,1751.5243,1766.258,1738.5435,1745.6087,86196863.04,,,创业板指
399006.SZ,2024-01-16,1741.368,1755.3843,1724.6364,1752.23,96260258.53,,,创业板指
399006.SZ,2024-01-17,1747.7724,1747.7724,1699.6196,1699.6196,86299638.45,,,创业板指
399006.SZ,2024-01-18,1685.9373,1735.0922,1678.4336,1732.3577,120941227.41,,,创业板指
399006.SZ,2024-01-19,1726.5473,1743.3018,1714.5068,1715.4361,94103277.42,,,创业板指
399006.SZ,2024-01-22,1710.2901,1714.9285,1657.3536,1666.8795,117732596.33,,,创业板指
399006.SZ,2024-01-23,1663.9823,1700.5684,1655.203,1687.6136,106465501.51,,,创业板指
399006.SZ,2024-01-24,1696.5607,1700.7744,1642.1633,1696.1879,114237798.21,,,创业板指
399006.SZ,2024-01-25,1686.5468,1720.8506,1672.068,1720.7833,122868142.4,,,创业板指
399006.SZ,2024-01-26,1703.4752,1714.5341,1679.3411,1682.4777,117351746.65,,,创业板指
399006.SZ,2024-01-29,1680.1497,1685.6016,1623.8123,1623.8123,110529710.75,,,创业板指
399006.SZ,2024-01-30,1613.4633,1631.5289,1582.4215,1583.7707,95337139.89,,,创业板指
399006.SZ,2024-01-31,1585.2137,1601.8871,1573.1644,1573.3719,130116295.46,,,创业板指
399006.SZ,2024-02-01,1567.8317,1616.4019,1563.3771,1589.0373,118663092.71,,,创业板指
399006.SZ,2024-02-02,1585.9573,1595.9834,1512.0616,1550.3739,139680973.78,,,创业板指
399006.SZ,2024-02-05,1534.1891,1600.3305,1482.9858,1562.6096,184791329.36,,,创业板指
399006.SZ,2024-02-06,1544.9599,1668.8917,1544.4974,1667.4452,183716122.37,,,创业板指
399006.SZ,2024-02-07,1663.1765,1711.4172,1658.465,1707.0199,189088132.42,,,创业板指
399006.SZ,2024-02-08,1716.6282,1764.3906,1713.7691,1726.8587,192337881.92,,,创业板指
399006.SZ,2024-02-19,1752.863,1752.863,1722.8389,1746.4222,182448833.21,,,创业板指
399006.SZ,2024-02-20,1739.0348,1749.2696,1722.4911,1746.1764,147868147.6,,,创业板指
399006.SZ,2024-02-21,1728.4515,1783.8122,1724.2907,1752.4784,177509093.15,,,创业板指
399006.SZ,2024-02-22,1752.7935,1761.1207,1742.145,1757.8694,156242214.46,,,创业板指
399006.SZ,2024-02-23,1766.9568,1767.2633,1742.4919,1758.1927,184459761.5,,,创业板指
399006.SZ,2024-02-26,1752.7557,1768.0954,1738.3343,1751.7029,192437447.6,,,创业板指
399006.SZ,2024-02-27,1743.49,1793.9788,1740.8334,1793.9788,186627352.11,,,创业板指
399006.SZ,2024-02-28,1799.6075,1829.1432,1748.9697,1748.9697,261460936.54,,,创业板指
399006.SZ,2024-02-29,1739.9726,1809.6633,1739.9726,1807.0344,186859827.19,,,创业板指
399006.SZ,2024-03-01,1808.1959,1830.9388,1795.8515,1824.0345,179223155.19,,,创业板指
399006.SZ,2024-03-04,1827.1288,1847.2466,1817.6594,1834.8331,179182127.65,,,创业板指
399006.SZ,2024-03-05,1818.5945,1843.0797,1813.2658,1833.6608,170275839.67,,,创业板指
399006.SZ,2024-03-06,1822.5394,1855.6133,1810.8984,1832.5804,150306899.11,,,创业板指
399006.SZ,2024-03-07,1830.2576,1838.7138,1789.8664,1789.9361,164771032.14,,,创业板指
399006.SZ,2024-03-08,1793.5112,1813.0993,1779.7677,1807.294,137115120.13,,,创业板指
399006.SZ,2024-03-11,1817.0723,1890.8692,1812.7864,1890.4099,160529892.15,,,创业板指
399006.SZ,2024-03-12,1896.4513,1915.0939,1885.6388,1906.0366,185203821.27,,,创业板指
399006.SZ,2024-03-13,1911.9807,1911.9807,1890.6576,1895.1475,181745464.47,,,创业板指
399006.SZ,2024-03-14,1895.7262,1912.1126,1870.0159,1883.0206,163976454.89,,,创业板指
399006.SZ,2024-03-15,1877.5695,1886.9511,1848.224,1884.0881,148672338.84,,,创业板指
399006.SZ,2024-03-18,1906.1159,1926.3963,1902.1334,1926.3963,178792977.2,,,创业板指
399006.SZ,2024-03-19,1917.9205,1925.6946,1906.9385,1906.9385,173103435.38,,,创业板指
399006.SZ,2024-03-20,1898.1836,1915.465,1897.6004,1909.2454,173063476.0,,,创业板指
399006.SZ,2024-03-21,1912.8087,1920.5541,1897.0468,1897.0943,188961185.64,,,创业板指
399006.SZ,2024-03-22,1893.1404,1897.3081,1860.3535,1869.1747,200894791.57,,,创业板指
399006.SZ,2024-03-25,1864.5316,1871.0637,1833.1026,1833.4412,179402176.62,,,创业板指
399006.SZ,2024-03-26,1832.6553,1856.2045,1829.4772,1841.5352,163736939.27,,,创业板指
399006.SZ,2024-03-27,1840.1928,1840.1928,1789.8191,1789.8191,160450458.39,,,创业板指
399006.SZ,2024-03-28,1790.5802,1829.4734,1787.9645,1806.8968,166557234.46,,,创业板指
399006.SZ,2024-03-29,1806.6718,1822.7494,1800.2031,1818.2032,154791278.06,,,创业板指
399006.SZ,2024-04-01,1833.4916,1872.1179,1833.4916,1872.1179,162047395.69,,,创业板指
399006.SZ,2024-04-02,1869.3232,1869.9583,1851.2505,1860.4936,168030841.74,,,创业板指
399006.SZ,2024-04-03,1853.5577,1853.8717,1839.2056,1840.412,152065564.59,,,创业板指
399006.SZ,2024-04-08,1834.4528,1840.5498,1807.0481,1807.0481,141326021.71,,,创业板指
399006.SZ,2024-04-09,1807.4784,1827.6764,1801.708,1827.5788,123544621.73,,,创业板指
399006.SZ,2024-04-10,1818.4051,1818.7336,1781.1298,1789.9413,134716461.26,,,创业板指
399006.SZ,2024-04-11,1777.201,1799.8605,1775.6586,1782.0853,126469148.14,,,创业板指
399006.SZ,2024-04-12,1780.9897,1789.2742,1760.9438,1762.8771,124825306.22,,,创业板指
399006.SZ,2024-04-15,1770.1721,1807.9472,1770.1721,1795.5179,168221713.79,,,创业板指
399006.SZ,2024-04-16,1783.5707,1791.2994,1759.5126,1760.2004,172826400.6,,,创业板指
399006.SZ,2024-04-17,1765.2855,1797.5516,1765.2855,1797.3113,159990220.61,,,创业板指
399006.SZ,2024-04-18,1784.7823,1807.7854,1765.6989,1787.4886,149372895.04,,,创业板指
399006.SZ,2024-04-19,1772.1813,1775.376,1740.4014,1756.0006,139553557.41,,,创业板指
399006.SZ,2024-04-22,1739.0072,1766.2502,1735.2839,1750.4634,132054545.36,,,创业板指
399006.SZ,2024-04-23,1753.5836,1764.7738,1740.7905,1753.1612,129549196.13,,,创业板指
399006.SZ,2024-04-24,1757.3111,1768.2376,1744.3599,1765.4103,150216622.5,,,创业板指
399006.SZ,2024-04-25,1753.1224,1778.7992,1747.8189,1764.7274,151405721.1,,,创业板指
399006.SZ,2024-04-26,1767.7217,1826.4903,1767.7217,1823.7415,184375658.17,,,创业板指
399006.SZ,2024-04-29,1831.4445,1904.9152,1831.4445,1887.5712,186745460.38,,,创业板指
399006.SZ,2024-04-30,1874.6798,1878.833,1857.7639,1858.3934,162180721.29,,,创业板指
399006.SZ,2024-05-06,1896.841,1907.0213,1889.7825,1895.2075,161040464.87,,,创业板指
399006.SZ,2024-05-07,1896.7246,1900.9438,1888.2556,1892.5393,164718673.87,,,创业板指
399006.SZ,2024-05-08,1887.8244,1887.8244,1863.2157,1865.1079,165941538.5,,,创业板指
399006.SZ,2024-05-09,1872.7042,1903.1118,1872.7042,1900.0092,158275822.53,,,创业板指
399006.SZ,2024-05-10,1899.0514,1900.1003,1872.0711,1878.1652,163497204.05,,,创业板指
399006.SZ,2024-05-13,1859.3437,1876.1722,1851.2545,1860.3664,148801973.28,,,创业板指
399006.SZ,2024-05-14,1864.3854,1873.1381,1851.3865,1855.5976,147873924.6,,,创业板指
399006.SZ,2024-05-15,1857.5763,1866.4127,1837.5414,1838.8872,140058749.48,,,创业板指
399006.SZ,2024-05-16,1846.9782,1861.3779,1837.0157,1844.2111,147068864.95,,,创业板指
399006.SZ,2024-05-17,1838.985,1865.8982,1833.4336,1864.9391,149789562.07,,,创业板指
399006.SZ,2024-05-20,1869.5451,1887.0544,1865.8811,1875.9276,156277546.41,,,创业板指
399006.SZ,2024-05-21,1871.7788,1873.0869,1855.4365,1861.4815,139081434.58,,,创业板指
399006.SZ,2024-05-22,1863.1413,1883.174,1855.254,1877.9267,138468862.78,,,创业板指
399006.SZ,2024-05-23,1876.5613,1879.6212,1847.6946,1852.067,152265214.6,,,创业板指
399006.SZ,2024-05-24,1845.0129,1861.9299,1818.1375,1818.5616,139625333.76,,,创业板指
399006.SZ,2024-05-27,1824.1652,1832.8193,1802.7655,1830.9578,136433218.84,,,创业板指
399006.SZ,2024-05-28,1824.0874,1827.7442,1805.6485,1806.2546,134487619.08,,,创业板指
399006.SZ,2024-05-29,1808.4851,1832.7146,1804.1108,1811.0683,131865613.25,,,创业板指
399006.SZ,2024-05-30,1810.6572,1820.2943,1805.3488,1813.1545,129004865.53,,,创业板指
399006.SZ,2024-05-31,1812.6117,1831.7146,1805.1089,1805.1089,140767250.88,,,创业板指
000016.SH,2021-06-01,3641.969,3652.9485,3608.2042,3650.9034,28161547.0,,,上证50
000016.SH,2021-06-02,3661.9417,3665.9193,3604.777,3622.3976,27975392.0,,,上证50
000016.SH,2021-06-03,3620.7909,3637.0045,3589.2327,3591.1561,26020146.0,,,上证50
000016.SH,2021-06-04,3574.3011,3655.9197,3573.7031,3612.7014,28857581.0,,,上证50
000016.SH,2021-06-07,3610.8912,3613.2835,3579.0105,3601.1091,25698179.0,,,上证50
000016.SH,2021-06-08,3597.9428,3634.8159,3558.4633,3580.2836,26079669.0,,,上证50
000016.SH,2021-06-09,3575.487,3599.6236,3572.357,3587.5321,27296859.0,,,上证50
000016.SH,2021-06-10,3588.1427,3634.9205,3582.1639,3607.6792,28657592.0,,,上证50
000016.SH,2021-06-11,3610.137,3611.2458,3564.6485,3576.7773,40729745.0,,,上证50
000016.SH,2021-06-15,3570.4047,3579.0882,3513.1297,3528.6683,37547489.0,,,上证50
000016.SH,2021-06-16,3525.7495,3532.8484,3480.4079,3486.2876,31629333.0,,,上证50
000016.SH,2021-06-17,3477.4715,3503.5528,3467.5781,3481.6004,29446419.0,,,上证50
000016.SH,2021-06-18,3475.5463,3488.258,3426.0348,3454.5885,36119342.0,,,上证50
000016.SH,2021-06-21,3440.7437,3455.5647,3410.4029,3431.2522,30456915.0,,,上证50
000016.SH,2021-06-22,3444.75,3469.8076,3437.9546,3464.7057,32625885.0,,,上证50
000016.SH,2021-06-23,3469.2794,3496.4376,3460.6858,3471.3411,29564533.0,,,上证50
000016.SH,2021-06-24,3476.6826,3487.2725,3452.6142,3483.9093,28769183.0,,,上证50
000016.SH,2021-06-25,3483.1607,3545.4342,3479.7405,3535.0185,36027211.0,,,上证50
000016.SH,2021-06-28,3541.1047,3543.7043,3502.7804,3520.7434,29701717.0,,,上证50
000016.SH,2021-06-29,3514.3234,3517.3639,3475.4447,3482.7333,28814608.0,,,上证50
000016.SH,2021-06-30,3477.3816,3504.9638,3477.3816,3498.6485,24932786.0,,,上证50
000016.SH,2021-07-01,3510.5582,3535.3324,3479.5197,3535.249,29553157.0,,,上证50
000016.SH,2021-07-02,3495.5976,3495.5976,3403.8038,3408.2369,34710862.0,,,上证50
000016.SH,2021-07-05,3402.109,3415.5611,3376.837,3404.7907,30926793.0,,,上证50
000016.SH,2021-07-06,3405.4701,3406.7648,3368.1414,3405.2788,29211833.0,,,上证50
000016.SH,2021-07-07,3384.5665,3433.7283,3382.2376,3424.3897,26919459.0,,,上证50
000016.SH,2021-07-08,3432.8889,3434.1504,3365.531,3373.2555,33862453.0,,,上证50
000016.SH,2021-07-09,3359.2038,3373.1428,3329.7448,3361.5946,31636606.0,,,上证50
000016.SH,2021-07-12,3385.1213,3413.3481,3357.1344,3384.5074,38416319.0,,,上证50
000016.SH,2021-07-13,3384.7479,3409.7875,3377.1998,3391.742,31407675.0,,,上证50
000016.SH,2021-07-14,3385.3893,3385.3893,3328.8774,3339.381,34733676.0,,,上证50
000016.SH,2021-07-15,3335.0508,3414.4161,3332.7843,3411.2888,31955193.0,,,上证50
000016.SH,2021-07-16,3405.3991,3413.2654,3365.9539,3369.8994,27229855.0,,,上证50
000016.SH,2021-07-19,3362.5786,3390.2674,3322.3207,3385.3664,29817037.0,,,上证50
000016.SH,2021-07-20,3364.3137,3382.0947,3357.748,3378.6292,25865362.0,,,上证50
000016.SH,2021-07-21,3385.1353,3410.8179,3375.6296,3388.5201,33490582.0,,,上证50
000016.SH,2021-07-22,3386.9106,3410.63,3378.124,3392.7165,36955443.0,,,上证50
000016.SH,2021-07-23,3389.3984,3389.4339,3353.0378,3357.447,36847907.0,,,上证50
000016.SH,2021-07-26,3339.8647,3339.8647,3195.6179,3228.3698,44339594.0,,,上证50
000016.SH,2021-07-27,3228.4377,3238.3883,3117.6128,3126.3757,49848732.0,,,上证50
000016.SH,2021-07-28,3107.1201,3171.0799,3098.0224,3154.6353,40519637.0,,,上证50
000016.SH,2021-07-29,3206.4363,3207.8976,3159.771,3182.796,35649915.0,,,上证50
000016.SH,2021-07-30,3160.4669,3160.4669,3114.509,3132.8205,32388851.0,,,上证50
000016.SH,2021-08-02,3112.2967,3217.8132,3082.8278,3211.1441,45574984.0,,,上证50
000016.SH,2021-08-03,3197.8908,3235.3975,3181.7649,3223.8257,38895185.0,,,上证50
000016.SH,2021-08-04,3219.3987,3242.3886,3211.3986,3233.103,33649542.0,,,上证50
000016.SH,2021-08-05,3214.4692,3266.2952,3198.3715,3227.3592,31843626.0,,,上证50
000016.SH,2021-08-06,3211.6396,3213.1019,3181.3766,3195.696,29907723.0,,,上证50
000016.SH,2021-08-09,3171.095,3253.0797,3169.1941,3235.2064,38742858.0,,,上证50
000016.SH,2021-08-10,3231.1455,3290.2466,3193.9597,3288.6513,32464842.0,,,上证50
000016.SH,2021-08-11,3280.8107,3298.4082,3259.5344,3262.5751,40066318.0,,,上证50
000016.SH,2021-08-12,3247.8004,3262.8951,3222.6887,3226.1135,32263283.0,,,上证50
000016.SH,2021-08-13,3212.3327,3242.3123,3199.8551,3217.8366,28209573.0,,,上证50
000016.SH,2021-08-16,3212.6626,3246.9323,3205.5333,3222.6222,32549562.0,,,上证50
000016.SH,2021-08-17,3219.8254,3240.3343,3141.6556,3149.8783,39784669.0,,,上证50
000016.SH,2021-08-18,3148.3815,3204.874,3133.8796,3190.5518,45500289.0,,,上证50
000016.SH,2021-08-19,3179.9253,3185.7269,3130.4671,3144.3746,45199623.0,,,上证50
000016.SH,2021-08-20,3105.1569,3118.7033,3044.8792,3072.7545,38536618.0,,,上证50
000016.SH,2021-08-23,3079.2893,3109.9857,3069.5304,3099.8867,31664015.0,,,上证50
000016.SH,2021-08-24,3106.2302,3160.5576,3104.9717,3147.7685,38208245.0,,,上证50
000016.SH,2021-08-25,3160.7442,3173.3724,3138.2169,3159.8034,33666800.0,,,上证50
000016.SH,2021-08-26,3156.914,3156.914,3087.3012,3088.8314,31599888.0,,,上证50
000016.SH,2021-08-27,3086.0474,3145.9762,3084.3143,3123.049,32613426.0,,,上证50
000016.SH,2021-08-30,3141.1201,3141.7564,3092.8257,3112.7022,45208788.0,,,上证50
000016.SH,2021-08-31,3099.4714,3122.9095,3056.6978,3097.0584,51607669.0,,,上证50
000016.SH,2021-09-01,3087.2561,3185.8241,3064.4963,3165.0371,73041358.0,,,上证50
000016.SH,2021-09-02,3166.2725,3189.2506,3149.2516,3167.0972,51786472.0,,,上证50
000016.SH,2021-09-03,3172.4982,3203.3179,3137.8794,3175.8791,52769186.0,,,上证50
000016.SH,2021-09-06,3175.8824,3228.9484,3166.6157,3211.198,45755312.0,,,上证50
000016.SH,2021-09-07,3210.2688,3259.9217,3192.0191,3248.0524,46185446.0,,,上证50
000016.SH,2021-09-08,3240.997,3254.0987,3203.2785,3213.2567,42063100.0,,,上证50
000016.SH,2021-09-09,3195.9879,3208.6322,3183.214,3204.2782,52355073.0,,,上证50
000016.SH,2021-09-10,3203.0586,3268.7289,3201.7377,3252.3246,61465350.0,,,上证50
000016.SH,2021-09-13,3246.8584,3271.1042,3222.2206,3242.0364,51461737.0,,,上证50
000016.SH,2021-09-14,3243.6766,3257.6223,3182.2036,3188.2607,56925569.0,,,上证50
000016.SH,2021-09-15,3180.5492,3180.5492,3130.9675,3146.6337,42821339.0,,,上证50
000016.SH,2021-09-16,3145.4391,3157.8992,3113.0368,3128.5886,45526374.0,,,上证50
000016.SH,2021-09-17,3117.9287,3162.0534,3110.0317,3161.9221,40028694.0,,,上证50
000016.SH,2021-09-22,3100.3896,3129.7769,3096.0324,3122.3371,40581640.0,,,上证50
000016.SH,2021-09-23,3135.7478,3159.9672,3116.561,3127.8207,37797740.0,,,上证50
000016.SH,2021-09-24,3120.4268,3173.0535,3120.4268,3145.112,35382733.0,,,上证50
000016.SH,2021-09-27,3162.4282,3218.8821,3162.4282,3199.9747,42293473.0,,,上证50
000016.SH,2021-09-28,3197.0375,3224.5663,3173.8472,3211.1538,38105903.0,,,上证50
000016.SH,2021-09-29,3186.1208,3222.2782,3160.3911,3199.2259,40812165.0,,,上证50
000016.SH,2021-09-30,3202.0167,3213.5594,3189.1804,3196.9905,29698160.0,,,上证50
000016.SH,2021-10-08,3229.0693,3263.9333,3215.5576,3256.2613,38923108.0,,,上证50
000016.SH,2021-10-11,3264.7216,3318.1451,3263.161,3276.4071,38422532.0,,,上证50
000016.SH,2021-10-12,3266.0205,3280.0645,3232.3241,3259.3796,34983371.0,,,上证50
000016.SH,2021-10-13,3257.3966,3307.2252,3243.6126,3292.7624,28778537.0,,,上证50
000016.SH,2021-10-14,3289.9812,3301.9076,3264.2541,3270.692,24111632.0,,,上证50
000016.SH,2021-10-15,3258.5684,3301.1532,3251.0965,3294.8333,32619203.0,,,上证50
000016.SH,2021-10-18,3289.3212,3289.3212,3213.2438,3229.6313,32433512.0,,,上证50
000016.SH,2021-10-19,3227.0068,3265.5138,3226.0728,3256.668,29127225.0,,,上证50
000016.SH,2021-10-20,3264.4728,3282.5714,3242.1018,3254.9981,27584823.0,,,上证50
000016.SH,2021-10-21,3256.6054,3294.0513,3253.5718,3278.5419,31306807.0,,,上证50
000016.SH,2021-10-22,3287.9324,3336.729,3282.8754,3318.1275,31297662.0,,,上证50
000016.SH,2021-10-25,3295.2473,3316.5691,3284.8889,3312.3031,28346014.0,,,上证50
000016.SH,2021-10-26,3312.3042,3327.6587,3285.2347,3290.0363,25983454.0,,,上证50
000016.SH,2021-10-27,3282.2645,3282.2645,3236.1459,3247.0966,28044936.0,,,上证50
000016.SH,2021-10-28,3240.5385,3252.7283,3223.7201,3239.6104,29924020.0,,,上证50
000016.SH,2021-10-29,3241.9123,3267.2491,3239.0829,3267.2491,34774751.0,,,上证50
000016.SH,2021-11-01,3239.8888,3262.4894,3223.8687,3250.915,33431443.0,,,上证50
000016.SH,2021-11-02,3245.0374,3267.7623,3187.3545,3212.0258,39744123.0,,,上证50
000016.SH,2021-11-03,3207.7371,3220.3388,3173.3292,3181.4505,27260387.0,,,上证50
000016.SH,2021-11-04,3194.4739,3216.2261,3187.9546,3207.2639,26635008.0,,,上证50
000016.SH,2021-11-05,3197.6121,3229.9701,3189.6824,3201.5462,26449688.0,,,上证50
000016.SH,2021-11-08,3198.69,3214.3288,3185.9442,3196.2701,25773103.0,,,上证50
000016.SH,2021-11-09,3206.2911,3214.8897,3172.0866,3186.9577,23635068.0,,,上证50
000016.SH,2021-11-10,3177.6107,3182.2582,3125.2921,3170.4046,30851773.0,,,上证50
000016.SH,2021-11-11,3169.0128,3233.5877,3164.944,3233.3702,38061822.0,,,上证50
000016.SH,2021-11-12,3239.3489,3241.127,3213.753,3220.5481,25764312.0,,,上证50
000016.SH,2021-11-15,3228.0207,3241.9178,3209.4844,3221.6866,22204240.0,,,上证50
000016.SH,2021-11-16,3222.507,3243.4458,3212.205,3222.1731,24241403.0,,,上证50
000016.SH,2021-11-17,3217.1047,3226.1051,3202.5644,3208.7759,19800824.0,,,上证50
000016.SH,2021-11-18,3199.2102,3199.2102,3164.6959,3173.3758,20042182.0,,,上证50
000016.SH,2021-11-19,3170.7885,3217.8163,3168.3044,3212.9077,25709578.0,,,上证50
000016.SH,2021-11-22,3217.332,3228.2901,3209.4223,3212.1514,26257286.0,,,上证50
000016.SH,2021-11-23,3206.9401,3237.6494,3206.4252,3224.1546,26481812.0,,,上证50
000016.SH,2021-11-24,3226.0202,3247.775,3214.0857,3231.8354,23210253.0,,,上证50
000016.SH,2021-11-25,3233.2599,3236.2624,3212.7325,3218.0514,21010526.0,,,上证50
000016.SH,2021-11-26,3213.6307,3214.0464,3181.1425,3187.3579,23036568.0,,,上证50
000016.SH,2021-11-29,3170.6945,3188.112,3163.9637,3187.0485,27180793.0,,,上证50
000016.SH,2021-11-30,3186.2535,3196.0387,3153.6311,3165.3496,23419282.0,,,上证50
